Image,Label
3567,6
30380,0
26501,4
28617,3
6957,1 4
27725,6 4
12650,6 3 4
23724,4
10270,1 4
10841,0 4
5787,8
16341,5 4
19576,4
28249,0 2
30505,4 7
6891,4
3823,6
24825,1 4
5783,7
19134,9
6556,6 4
12497,0
3845,4
18769,4
15680,6
24166,4 7
6351,6 4
1020,6 5
12522,4
15702,6 0 2
5131,4
22188,4 7
26678,0
2312,7
29418,6 7
20602,9
23534,6
21208,1 4
2419,6
21656,0 9
6268,1 4
18286,6
27999,4
912,2
29946,0 2 4
28280,4
14577,6 4
14636,4
20465,4
10655,7
2383,6 5
25792,6 4
16267,6
23357,3
22343,8
26397,0
15367,6 3
30956,6 4
28457,6
13855,2 4
28320,6 4
8536,4
18698,6
10730,5
14714,9
22904,2
9276,0 2
24963,3
3179,4
8865,6
28159,3
19312,6 2
17151,6 4
15572,3
16477,0
25004,0
20559,5
19265,2
15857,6 1 4
30518,6 5
25450,1
17951,9
23425,4
8737,6 7
21993,6 4 7
2971,6 1 2
9596,1
12377,4
11452,9
27749,4
24382,1
18398,6 4
17304,3 4
18531,4 7
27335,0 4
14749,7
3278,9
19882,3
25045,6 4
22997,4 7
13037,9
22322,4
30446,6 0 4
19924,4 7
27320,4
24141,0
30708,4
30993,1 4
28240,0
30522,7
16787,3 2 4
17019,4
27921,6 4 7
25589,4
281,2 4
27973,2
8513,6 1
7942,1 4
25901,9
27288,4
17034,1
22260,7
30495,6
20922,3 2
2325,8
10945,5 4
9408,6 4
23572,0
9849,5
23343,9
7005,6
4387,6 4
13582,4
7205,6 4
16021,6 5 4
21087,7
19058,6
24061,6 1
29024,2
13515,6 2
158,6 2
69,4
23694,6
27828,6
24322,6 1
10396,3
16747,2
10392,6 3
14340,9
24777,6 4
30995,0
10918,8
26741,8
21177,5
9635,9
9460,7
13232,6 1 4
11588,2 4
4074,2 4
16192,0
29041,6 4
22754,0 4
15099,3
13091,0
18295,3
29609,6 4
23737,3
6396,6 3
4436,3
23859,0 2
1433,6 4
20378,6 1
3811,6 1
15768,8 4
27471,4
24165,6
24539,6 1 4
21988,4
17794,8 4
12131,2 4
8122,6 0
9975,0
29850,1
598,5
13299,6 2
14381,4 7
22249,3
26404,5 4
20413,1 4
24651,6 4
28425,4
17146,3
15974,1 4
11075,4
12189,1
19390,9 2
91,0
26205,0
29677,3
20833,4
28076,6
25618,9
19305,6 4
20763,2 4
17788,6 4
20953,5
27526,6 4
5619,9
17041,4
2915,3
27190,6 7
937,7
18433,6
9100,6 4
14984,2 4
1002,5 4
17042,4
22003,2
11543,4 7
20144,6
26811,3
12091,4
8316,6 4
13185,4
744,7
26326,3 4
18043,6 4
29289,3
23683,2 4
2682,8 6 7
5899,8
21429,3
30240,4 7
12934,6
1563,1 4
2437,3 4
5571,1 4
27738,0
9820,9 4
21574,6
27031,4
29115,6 4
22516,2 4
30918,6
19572,7
12342,6
4805,5
30387,4
15370,8 6 1
7784,4
23331,0 4
22783,5
9485,4 7
4337,6 5 4
4170,6 7
8710,6 4
13197,4 7
27912,4
12516,3 2
27572,0 7
8096,4
11989,0
12201,4 7
14762,1 4
11184,5 4
18335,0
5048,6 4
22372,6 4 7
20134,0
29119,7
4214,4
8132,1
14695,3
15163,6 4
13200,2 4
27124,9
20042,3 4
7679,6 4
13080,6 3 4
18271,6 2
25533,3 2 4
16245,6 3 4 7
7130,6 1 4
10805,2
11764,4
30530,8 6 4
2282,4
23122,6
20161,6
27903,6
12753,6 4
16970,3
9608,6
15234,6 3
28990,0
17988,1
6513,6 4
20011,6 7
28701,4
22283,0
19169,4
94,2 4
8670,9
29864,6 4
10314,6 4
4693,6
26738,4
19426,3
20955,1 4
15650,6 4
23168,6
13069,6 4
2646,7
20539,6
7743,0
30600,4
19981,6 5 4
3688,3
8966,0 4
16762,6
10775,6
4090,7
7852,3
3153,8 4 7
1960,2
20381,0 4
11557,3
12227,4
30769,6 4
6353,2
8901,6
5593,0
6832,7
17100,3
15065,6 4
26168,6 2
4235,6 4
16189,5 7
9575,3 2
23487,6 1
10025,6 4
3599,5
15511,6 4
5105,0
28831,6 4
25896,6 7
26997,1
21783,0
9892,4
15667,0
12711,1
6973,4
1072,4
5472,6
28089,6
3720,0
3624,6 9
13042,7
1484,6 4
27010,6 5 4
7742,6 4
7356,4
13370,5 4
28382,3 4
11084,6 3 4
9195,0
16720,4
3467,6 5
25594,4
3870,6
25692,0 4
11147,4
24431,9
30614,4
14328,1
6181,4
11795,2 4
21169,6 4
20952,0
7015,6 4
26063,3
27664,9 5
11631,4
19277,4
12925,6 4
25600,6
21291,3
30871,5 4
22024,5
2695,4 7
28340,0
29589,2 7
9023,2 4
27551,6
21051,6 4
5315,3 1
24894,4
18649,4 7
5385,0
20954,5 4
26105,0
2035,9
26094,6 2 7
27540,4
2427,4
12951,4
9935,0
19559,6 0 2
9826,1
11539,4
987,1 4
17101,4 7
303,7
17970,2 4 7
8923,6 4
27053,2 4
2596,7
12916,4 7
27569,6 4
2077,4 7
12941,3
8020,3
3271,5 4
17522,6 2
7744,8 4
16147,0 2 4
15145,4
7770,6 4
24644,6 4
19594,4
1578,6
24003,3
23702,4
25296,4
14424,4
26351,0
12908,7
28689,1 4
17528,8 6 4
22884,6 2 4
28646,8 7
21919,1 4
22280,7
26616,8 0
27205,2
13212,4 7
24799,6 4
21399,4 7
26078,6 4
13927,3
10422,4
15407,6 2 4
22428,6 7
11329,9
9545,4
16086,6 2
30743,6 1
3065,2 4
29465,2
9089,6
17693,7
26418,8
7981,8
20236,0
6724,3 4
23807,0
12557,4 7
18049,4
24690,0
18551,6 4
11129,3
12549,6 1
289,6 5
29382,8 4
22973,6 4
30668,6 4
14301,6
16372,4 7
23630,6 1
26262,4
5117,6 1
6027,5
21461,7
348,5 4
24552,1
24372,6 4
24530,2 4
2286,1
5270,6 1 4
3346,4
12708,0
11661,3
9796,3
24526,5
20125,6 4
23633,0
16818,9
13054,6 4
9694,9
22325,9
29311,1 4
12969,3 1
11226,0
8743,9
23166,7
1068,4
4073,0 4
26293,4
28234,0
20229,6 2 4
9210,4
9328,8
27958,0 4
5221,4
8895,6 7
9963,6
51,4
6919,4
17281,4
13442,6 4 7
16674,6
7017,1
1163,4 7
1098,4
22415,4 7
22818,6 9 4
7367,4
28965,8
21258,1 4
18713,6 2
13013,0
21231,4
9643,6
18841,3 4
1399,3
10393,0 5
3810,6 4 7
10875,4 7
17664,3
15734,8
13340,7
2950,0
8733,0 4
26497,1
21684,7
5831,6 4
5240,4
21307,2
11382,6 2 4
1990,1
16494,6 2
25084,4
20257,3
20771,6
23377,1 4 7
1472,3
7965,0
4382,6 9
18968,0
1453,6
30266,6 4
15265,3
27141,6
28857,4
8996,6
30700,5 4
3529,3 4
13259,4
25031,5 4
9938,6 0 7
13485,5
4551,4
10923,4
13241,8
1137,0
23034,0 4
22840,6 3 4
14458,4
5546,0 2
11206,3
6358,6 3
27529,6 1
19187,3
23430,8
8133,6
4080,6
19808,6 7
29810,0 4
22602,6 4
27852,3 4 7
14650,9
14936,4
9519,4
19954,9
8987,1
21164,6 9
19173,6 7
8934,2 4
781,4
11524,3
4819,4
3775,6 4
29393,6 7
22710,4
1724,6 7
20525,7
2902,4
19786,6
30390,8 4
2204,7
28949,9
5451,0
3031,6 4
2554,0
19624,4
4875,1 4
2972,7
13267,3
17999,2 4
16998,4
3220,6
20451,6 2 4
8565,4
14621,9
11735,6
14154,8 2
21632,4 7
17684,9
28576,5
25345,6
19249,4 7
2622,6 4
28690,4
29637,1
7833,4
6902,6 7
18025,3 4
10039,3
20742,7
15498,7
23016,2 4
27025,3
652,4
1438,5
1702,3 2 4
3607,9
27600,6
271,6 9
10473,3
16042,5
22665,3 4
5928,2
7032,4
27254,6 7
26439,6
19062,3
12780,4
25809,7
3486,1
25813,0
7127,8
10265,4
3844,0
28153,4
25089,5
7988,4 7
5634,6 1
7760,6
4564,2 4
157,9
12220,6 2 4
17314,3 4
29066,6
5268,2
23494,6 1
20046,4
4419,2 4
7377,4
18302,4
23831,6
12232,0
25137,3
17326,6
16801,3 4 7
23211,1
3134,4
26543,4
23440,9
26085,1
25852,7
3067,2
21945,6 4
9310,2
19334,8
4141,0 1 4
25413,0
17586,3 4
28131,6 4
10382,8
8936,9
8587,6
11701,2 4
11981,0
16141,2 4
7960,5
20092,4 7
11053,3
14231,4 7
20836,3
30491,7
20022,4
5277,9 4
25954,1
15030,8 3
29915,8
19880,3
14456,6 2
2305,7
23561,4
12920,4
9082,6 1
13701,4
24486,0
6950,5 4
29656,6 4 7
25138,9
4761,2 4
25953,4 7
25322,6 3
26425,6
468,0
5698,6 4
2262,1
23378,3 4
21870,7
13453,7
21107,2 4 7
10420,8 4
12221,4
3237,6 1 4
17230,4
9093,4
8077,4
29095,1
7021,8 4
14960,3
20338,0
26428,6 5
24675,6 4
6344,7
22088,4
30472,5 4
15086,1
16773,4 7
26960,6 4
18252,6 4
8668,2 4
16590,7
12474,6 4
27925,5 4
15515,6 1 4
13022,6 9
13749,4
8369,5
24807,2 4
7064,5
14590,7
1061,7
4652,6 4
9570,9
23731,2 4
15047,1
20146,9
18337,1
29880,6 4
17772,3 4
14419,0
20841,6
16907,7
30785,3
18425,0 4
1042,4
9828,9
3855,6
17343,4
28647,4
30544,4
14699,6 2
4241,6 7
4627,6 2
20516,2 4
7258,6 4
28394,2 4
24260,6
28996,9
4842,6
5779,9
30821,0
5522,6 9 7
17327,4
19192,4
12716,2
21918,6 4
20261,4
21901,4
4821,4
14402,0 9
18630,7
2005,6 7
16238,0 4
29767,3 4
17339,8 4
9641,0
24209,6 1 4
26398,6
19776,4
17561,9
27064,4
16860,4
16580,3 4
17429,8
13484,6 4
2539,4
16243,2 4
8511,8 4
9813,3 4
2607,3
22456,7
6244,0
19642,0 4
30817,7
17977,4
16104,6 2
28079,6 4
3120,7
18475,4
449,1
3488,1
15136,6 2
19851,2 4
15571,9
1688,8 4
17074,0 2
4215,6 4
13617,6 3 4
5816,6 4
23598,4
1334,6 3 4
25878,0
2689,6 4
21402,9
25055,6 2 4
9941,4 7
29587,0 4
11792,7
26217,2
21628,6 2 4
13658,4
17147,0
26186,3 2
7795,6 4 7
13596,3 4
2719,6 4
23515,4 7
29636,8 2 4
1488,6
26645,6
778,1 4
9257,0
14763,6 4
19605,3
16646,9
20788,2
22886,7
10903,6 4
30899,6 9
4549,7
13374,3
21570,3
18742,4
24362,3 1 4
8239,2 4
6115,4 7
178,9
18343,2 4
24622,4
28270,3
11623,6 7
12751,0
13220,6 5
26566,1
26966,4
10593,9
2374,4 7
14992,8
27073,8
25555,6 4
21085,5
9461,4
16833,6 2
25777,6
11240,4
6802,6 4
17212,4
18032,4
30920,6
21135,2 4
28204,0
27740,6 1
5623,8
15821,9
17884,6
6210,0
17557,8
9183,4
6665,0
29171,9
2323,7
2104,4
11045,8 4
17461,3 4
1260,2 4
28367,3
10902,7
4626,5 4
13223,4
8574,4
8491,6 4
15122,4
2833,3
25905,6
4101,6 1
19534,2 4
4826,4
12765,2
17835,2
26302,0
17421,0 4
11547,4
27236,1
29471,6 4
1781,2 4
9853,6
23855,4
14601,8 4
9920,6
1874,5 4
30861,6 7
2909,4
8899,6 4
20904,1 4
19348,4
26267,2 4
21161,6 1 7
8374,3 4
21571,7
29525,5
18513,6 0 5
12890,7
7394,0
23657,4
28913,4
10237,0 4
30883,9
18193,6 3
9108,4
5352,6 4
3432,2 4
22631,6
4347,6
25562,6 2
11644,2 4
10650,0 4
28960,6 4
359,4
19855,0
23761,2
20432,0 2
18129,6 7
9253,6 4
4918,6
23469,6 4
2308,6 4
1649,6
3864,6
22037,8 4
18974,4
8037,5 4
9193,6 4
2143,8
6470,5
1889,6 4
3942,4
27362,4
4178,3
15326,4
15284,6 3 4
21037,3 4
20194,2 4
12690,9
14448,8 4
11234,0 2
8201,0
28327,6
30664,1
388,5
13239,6
19623,8 4
19420,6 2
13147,6 0
9063,1
1235,4
10024,8
9180,1
1562,5
19514,4 7
19084,6 4
6005,6
26434,6 7
30532,3
13490,6 2
30934,7
27649,4
11691,6 2
23954,2 4
22872,6 4
18478,6 4
19340,3 4
30372,6 3 9
5026,3 4
14928,2
30244,7
10501,4 7
27606,8 4
12697,3 4
24919,8 6
26214,3
4100,6 2
6288,4
2225,2
31046,1
22828,1
22423,3 4
70,1
26200,6 2 4
23167,2
104,1
27557,1
1384,3
3007,6 5 4
25855,4
452,5
1466,2
7082,9 4
22312,6 4
16063,4
13222,1 4
28620,4
11796,0
9067,0
15629,6 7
29747,3 4
18716,6 2 4
20450,1
7222,5
27661,6 5
9015,8
28874,6
30870,0 4
1995,4 7
20309,7
1462,8
24960,9
19858,3 4
28522,6 7
20231,1
5761,5
17576,4
30316,8 7
25686,5 4
7111,7
10703,0 1 4
7418,6 4
8430,6 4
2652,9
19620,5
431,6 2 7
27376,7
11294,0
13356,1 4
28242,6
1531,4
3109,6
29820,0
26904,0
4403,0
30652,0
22549,0
20437,0
9831,4
12943,2 4
2976,6 4
29882,2
10619,4
18197,7
3723,7
8728,0
12117,6
2868,7
17498,4 7
25984,4
24793,4
22606,6 4 7
30135,2
22041,6
22604,5
4042,2 4
6850,0 9
9784,4
30716,6 7
18432,1
15235,6 4
18214,6
20187,4 7
15369,6 4
26676,7
16428,2 4
5401,3
20517,5
10558,4
6614,3 4
12654,0
4220,4 7
25822,3
13674,1 4
894,0
5968,4
9007,4
4989,3
20377,7
11265,4 7
26001,6 2 4
3112,5 4
21782,8 3
30806,6 2
11665,5
25776,3 4
15866,4 7
27321,5 4
23020,4
8547,4
11439,6
29045,4
28988,7
25270,4 7
10753,4
20860,5 4
2547,4
1026,4
30041,3
11969,6
26863,4 7
24125,6 3
1896,6 4
5530,2
24548,7
7033,6 9
23374,3 4
13461,5
15382,9
21234,4 7
29597,2 4
6615,0 4
27637,6 2
6721,6 3
27610,9
11367,6 4
19441,9
21049,4
7198,0 4
113,4
14118,3
19652,0 4
23060,5
10954,6 9
22096,4 7
6425,8 4
3585,4
4975,2 4
15260,6 7
16131,6
11085,2 4
7693,2
6279,6 9
4281,7
13764,6 7
12279,1 4
3611,6 4
26938,6 4 7
7251,3 4
18576,6 0
5038,6 4 7
18898,0
278,4
3557,6 4
25198,0
19300,1
6468,4
13910,7
9147,4
17170,6
9632,6 4
28912,4
23637,3
30992,2 7
23271,1
24179,0 2
10993,6 3
23172,1
22000,0
11923,6
11827,1 4
11949,6
1434,8 4
28186,6 4
11713,0
28820,4
2895,2 4
21047,5 4
3216,6 1
13231,4
6241,9
17529,4
21229,0 2 4
20818,8
3794,7
4524,6 4
15721,4
7952,6 4
5195,6 4
26845,4
27799,4
16033,1
12694,6
15547,4
14151,2 4
15371,6 4
18822,3 4
7187,6 4
13630,9
22018,3 7
27351,5 4
7948,3 2 4
21304,4
28031,9
562,3
28468,9
28603,9 4
2433,9
16062,8 4
23970,6 1
13413,6
12983,6 4
7614,3
2109,0
30479,0 4
17636,0
14830,5
29007,0 9
1887,2
5037,6
4407,7
996,2 4
17633,4
22071,7
5823,8 4
1777,6
26008,6 7
19319,5 4
10495,6
6986,4
7655,0
23165,0 4
2067,6 4
6589,6
4216,2
29324,6 4
18417,8 6
3444,3
3990,7
12824,4
26947,2 4
4203,4 7
21201,6 7
302,3 7
3619,3 4
20791,6 4
28879,6
5224,0
21022,2 4
23303,3 4
9186,8
27392,0 1
13586,3
25327,6
15072,3 4
1051,0 2
6387,9
23745,7
5052,4 7
9268,6 3
16637,6 4
19616,8
2462,8 4
16307,8 4
11537,2
7134,6 4
4997,1
16606,5 4
22768,6
10798,7
3516,0
17449,5
30978,1
5927,0
3340,6 1 4
22809,6 4 7
4081,7
8481,5 4
9802,4
646,1
7026,0
11721,0
13565,6 4
31017,8
15101,6 4
28810,9 4
18919,1 4
7830,0
20074,6 2
677,6 4
21453,0
21369,3 4
15089,6 9
15544,6
10386,6 4
1885,1 4
9135,6 4
1383,6
4346,6 4
6692,8 9
22871,4 7
6745,6 4
29719,2
3638,3
14470,5
21679,0 4
24881,6 2
25359,1 4
11477,1 7
31051,4
29254,4
15637,4 7
27042,3
6972,4 7
15232,6 4
11746,7
27574,3 4
10904,4
16985,0
18970,4
29195,2 4
27981,6 4
7240,1
12252,5 4
24877,3
14581,6 2 4
7375,2 4
24578,8 9
31004,6 1
15995,8
9280,4
24615,6
15199,5
12596,4
270,0 4
19962,6 9
14452,0 2
24435,2
9052,6
1218,4
17244,2 4
22570,0
4317,4
921,5 4
14729,4
29523,8
12542,3 4
10434,3
9101,6 1
3487,6 4
1382,5
23640,6 4
2101,4
18352,0
25916,0
17952,6 1
4389,6
13084,1
28587,4
19253,9
10328,6 3
2674,2
3048,4
8172,0
14934,6 2 4
10262,5 4
1720,6 4
25456,7
7664,6 9
23364,2 4
1371,4
4560,6 2
9876,6 4
15725,1 4
14178,0 4
444,5 4
3277,4
29731,6 4
11814,3 4
712,6 9
10831,2 4
23191,6 1 4
31054,3 1
9697,4
11173,4 7
3393,7
28827,7
9906,6 4
23799,3 4
8439,7
6137,4 7
13982,4
12320,3 1 4
17299,0 4
19181,0
21115,6 9
28966,9
21252,7
15256,4
18087,6 4 7
9048,6 3
3935,6 3 4
16633,6
25696,1 7
26095,4
25347,0
1561,7
21044,4
20038,2 4
10385,8 6 4
29831,2 4
2929,0 4
13216,3 4
3136,9 4
30404,6 9
9557,3
4553,3 4
2555,6 2
24785,0
23426,6 4
30060,4
9681,6
29865,6
16209,1 7
5011,5 4
3985,2
26688,3 2 4
5526,2
2805,3 4
18902,0 2 7
28449,0
6662,6
3446,3
923,2 7
5821,4
14160,8 5
18221,0
23419,4
9795,3 4
23606,6
5163,8 6
29745,1 4 7
11505,4 7
29564,1
2711,6 0 2
14717,8 4
30999,4
2660,6
3313,0 2 4
5556,6 1
25874,6 4
3102,9
24546,6 2 4
1935,2 4
8206,0
4004,6 4
25740,1
24516,6
14837,4 7
434,4 7
3079,4
30736,4
15202,3
614,6
20164,1 2
6608,6 7
4283,9
16407,3 4
20319,7
3049,1
21297,0 2 4
28117,2
28959,6
8427,6 7
19296,6 4
29184,7
31000,1
6976,4
1363,8
13772,0
8069,2
12336,1
11705,0 2
20537,9
14733,1
30176,3 4
23894,4
20041,3
30307,6 7
4967,4
11472,1 4
1862,4 7
9667,3 4 7
2356,6 4
21981,6 4
12077,0
14539,6
11497,3 9
22195,8
3208,0
26717,0 4
26483,6 3
738,2 4
4342,6
7165,7
30265,8 6 4
7094,6 4
559,0 5 4
11210,6 4
19949,3 2
2302,8
18027,2 4
16676,6 4
18115,4
22213,1
11177,6 4
6844,2
1624,2
26644,6
16975,4
30493,5
5310,8 4
18441,6 0
23380,8
24268,9
28777,3 4
15993,6 2 4
13218,6 1
4018,6 4 7
249,6 4
7668,2
17228,6 4
10104,2 4
29391,6 4
10240,8 6 9
16346,2 4
213,6 2 4
24060,0
230,3
4726,6 1
9374,1
4843,6 4
8270,6 9
8100,6 4
30005,6 4
1526,4
18621,4
5347,2 4
10073,6
18609,6
9688,6 2 4
26216,4
15304,1
7385,1 4
27229,4
5906,1
22288,6
17817,6 1 4
8939,2
20678,4 7
30621,4
10384,3
6199,4
12604,4
2966,4
5892,8 4
15501,3 4
16805,4
8488,4
20798,3
438,4
15267,6
11033,1 4
13877,9 4
12612,5
11819,3 4
23614,4 7
19734,3
11514,4
21753,1
11666,6 7
23806,6
28304,1
7741,6
9638,4 7
27066,9
19484,3
15132,4
3232,4
5076,3 4
6991,2
21178,4
12911,6 4 7
12544,6 2 7
20443,5 4
18854,9 7
20647,6
964,4 7
1432,2
12348,1 4
2451,6
2891,5
3493,1 4
29641,6
788,1 4
8787,4
1922,6 1 4
19895,6 4
22922,7
13813,3 4
22092,3 4
19499,3 4
15917,7
12588,4 7
13129,0
23112,4
23123,5
11192,2 7
23730,0 4
24428,4
1872,9
18491,9
6975,6
27098,4 7
22331,6 2
27827,0
17868,9
29120,7
30392,6 1
18787,6 9
18053,4 7
7880,3
27250,9
23739,4 7
11393,6 2
2921,6
11144,6 4
9345,9
23072,5
25376,4
28157,5
7068,6 4
2169,6 7
26547,6
23057,8
985,3 4
9200,0
11548,4
21705,2
4225,0 4
27222,7
27441,8
25759,5
7631,4 7
29655,7
19149,7
23676,0
3479,6 2 4
27692,2 4
2319,8 4
1762,9
21415,0 4
10130,8 4
11763,4
13686,3 4
21296,3 4
12510,2 4
19035,6
25651,6 4
21549,4 7
18457,8
700,0
12619,6 9
4974,6 4
2919,2 4
2028,3
980,2
11381,8 5
21356,6 4
30139,4 7
23721,6
13070,0
13160,0 2
6793,4
3713,3 4
26705,7
21274,4
3227,3 4
24276,6 5 4
14331,3 4
19789,8 6 4
19535,9
30054,0
25487,6
30180,4 7
30715,3
26787,6
28064,9 4
20682,9
10922,0
2764,6 4
11008,6 5 4
6207,9 4
817,2 4
28670,3
15245,2
27751,0 4
21086,4
25289,3 1
26416,5
7493,2 4
192,9 2
13969,3
25279,1 4
3926,3 4
24836,3 4
22243,5 4
28037,4
16964,6 4 7
26711,6
13687,9
13553,6 2 4
20013,2 4
18424,4
5096,6 4
713,0
20619,6 9
18573,6
2428,4
18982,2 4
24429,0
17676,2 4
19794,4
13725,9
11233,8 6
13279,6 4
4302,5 4
28909,4
20001,5 4
16535,2 4
19442,6
14107,6 4
14975,3 1
23544,3
9250,2
24962,6 1
12900,8
12059,2 4
19571,6
8426,0
13737,4 7
28194,7
20324,4
27045,1
1402,0
4752,3
7612,6
19908,1
31058,1 2
26704,9 7
30461,3 4
5657,7
8180,2 4
4969,6
4994,4
26266,0
9977,3 1 4
12124,8 2 4 7
25002,4
9410,7
9462,4 7
24017,3 4
22755,6 9
3856,9
11934,7
23511,4
5847,2 4
5845,6 5
27123,6 4
18512,5 4
9961,0 4
4765,4
4259,4
22340,1
18671,0
7224,6 4 7
23871,4
19761,3 4
16799,4 7
28172,6 4
16503,6 4
12138,6
17649,6 2 4
22700,1
16208,9
5334,4
6520,6 2 4
6494,4
22831,6
15586,1 4
8128,2
29030,3
719,0
21241,6
22171,3 5 4
25146,4
7758,4
13506,1
25069,6 1
9500,3
12858,4
26530,3 4 7
3071,4
10835,4 7
2998,3 4
11580,7
19494,4
22129,6 4 7
26097,7
17201,6
29432,0
9893,6
15810,2
27397,0 2
25754,8
20250,2
18647,3 4
29575,3
6886,1 2 4
11316,6 4
12927,4 7
14697,9
21014,9
28746,7
26411,4
23992,5
20595,7
22723,8 4 7
7339,2
20965,3
12816,5 4
21933,6 5
2621,0
7077,4
28556,6 4
14487,8 1 4
138,7
18734,3 4
8451,8 6 4
29441,5
23972,6 5
28431,8 6
20983,6
30878,6 4
8836,0 4
29999,1
8076,7
6134,1
12574,8 4
17992,2 4
15747,4 7
26277,5 4
1584,6
613,6 4
12132,0
6706,1
2330,7
13519,6 5
15773,1
6748,4 7
2016,2
2603,4
23234,6 4
14109,6 3 2 4
3196,6 4
2724,0
23590,4 7
20754,2 4
17236,8 4
8147,5
14126,6 4
15864,1 4
30896,3 2 4
4432,3 4
24565,0 5
14000,0 4
13032,2
22649,6
14158,6 0
27165,4
16542,6 4
30378,6 9
7737,2 4
19867,2
610,8 4
28375,0
18442,6 4
14430,3
186,0
21073,6 2 4
7607,0
10536,6
877,2
27546,0
8465,4
11214,8
13455,3 4
8423,3 4
509,9
14412,6
6250,0
28626,1
16581,4
20331,1
26885,4 7
3563,6 1
18106,0 1
14451,2
8109,6 3
27302,1
8057,0
11470,6 2 4
19276,0
1683,6 0
2426,6 4
4356,6 7
23952,6 7
27415,0
8296,6
23579,2 4
5206,4
17154,1 4
24739,9
24603,4
24130,2
28377,8 4
16806,6 2
13583,4
26484,9 7
30039,6 1
11839,4
20945,6 4 7
18401,4
21678,1
10445,2
9844,3
28219,2 4
12477,9
2681,4
25409,3
24064,2
557,6 0
26707,0 4
11573,6
28648,4 7
14294,5
26241,2
8861,0
12265,7
16156,4
19691,6 4
5345,3 4
6796,5
17231,4 7
20030,0
8232,6 4
3427,7
25360,1 4
8146,6
21423,4
29005,7
1719,4
27382,6
28363,6 3 4
27033,6 1 4
18751,2 4
8099,3
18211,6 4
8179,2 4
2513,6 7
8827,6 4
17914,3
28638,6
12828,3
16685,0
5142,3 0 4
25539,1 4
17757,2
3641,9
12525,7
30012,5 4
2567,0 4
1492,0 4
8036,2 4
12331,4
15252,6 3
16186,4
23326,6 3
24794,3
15798,4
20535,4
28989,6 4
13376,6 4
25976,6 2 4
29573,6 4
25073,6 7
14942,6 4
15005,2 4
10659,6
13936,6
8791,0
26702,2
221,4
24736,6
4072,6 1
19345,6 2 4
8825,7
2529,0 2
13015,6
4914,4
19083,6
15161,3
20711,6 4
16760,3
21722,1
29601,9
6578,0 2 4
20109,0
29527,4
3089,9
28969,6 1
4085,1 4
3337,4 7
9507,6 9
1452,9 7
5311,6
6925,8
9196,6 7
11620,6
28290,7
22979,9
5255,0
26895,6 4
16009,6
14512,4
14514,6
11766,2 4
496,3
25482,7
4429,3 4
17795,4
25885,8 4
20964,2 4
23099,4
25948,6
27835,0
6262,4
4473,2
13830,1
28720,1
1210,3
23693,0 4
3357,7
8390,9
665,2 4
11284,3
1094,4
23220,5
29098,9 4
25865,4
2482,6 4
15837,6
10741,6 0
13620,1 2
20376,6 2 4
28046,0
6938,9
19225,9
8345,0 4
23477,1
30225,0 4
21472,0
18048,9 7
6277,6 4 7
21275,4
18981,7
22053,2 4
16183,1 4
17712,0
22622,2
24459,6 1 4
27585,3
5578,4 7
10460,6 1
30215,3
15423,5
19735,5 4
24769,2
11262,4
22731,3 4
15062,6 7
19511,0 4
29185,5
7858,3
23035,0 2
7018,1 4
10128,0 2
14426,7
18179,6
26943,6
16039,6
24585,0 4
29387,6 1 4
22815,1
19458,3 2
7583,4
12475,4 7
18824,6 5
5855,4
5813,4 7
7306,7
9311,6
12698,9
2202,4
9605,1
28370,4 7
16366,9
29979,9 7
10156,2 4
19400,9
15179,8 4
14723,0 4
16375,0
10614,3
29213,6 4
13063,6
14855,4 7
28258,4
16725,2
19763,4
9058,0 4
4589,4
19508,9
28356,0 4
23628,2
23100,0
29329,3 4 7
12141,6 4
18306,9
375,6 2
10615,4
10478,8 4
3122,3 4
18250,2
22963,6 4
21623,2 4
22578,4
8062,8 5 4
19365,0
15422,2
19706,4
16178,4 7
2373,6 9
5507,4 7
10749,0 4
8285,1
25021,3
13882,6 7
16563,2
8801,6 4
4641,5 4
19482,7
18100,4
6065,6 3 4
30437,6 4
17783,1
28110,6 1
4988,1 7
10929,4
3767,5
12849,6 5 4
14043,6 3
6729,0 4
8244,9
23519,6 4
18355,6 4
1108,9
15354,9
26067,6
5445,6 5
13767,1
29945,6 5 4
24898,4 7
16206,7
8131,2 4
9123,3
11183,3 4
28644,3
22841,6 4
4361,6 7
30829,6 4
3857,3 7
28424,0
13937,8
26128,3 2
18984,4
1880,4
30,6 2 4
18329,6 1
2495,7
14869,4 7
7252,6 4
24168,4
11249,4 7
13125,0 2 7
11983,4
25543,6 4
16532,0
19360,4 7
6574,4
6565,3
14038,4 7
5864,0 2
27583,2 4
2993,3 4
22090,8 6
13362,8
16569,5
6192,6 4
15922,6 2
24572,4 7
26777,6 7
25961,1 2 4
9159,4
29753,4
11350,2
21188,4
24450,1
482,6 4
30855,0
2115,6 3 4
25552,1
4070,4
19293,6 2
13898,4 7
9894,6 0
23851,7
29577,6 4
15566,6 7
26127,5
2789,2 4
30525,8 6
23833,6 4
21336,6 4
6843,9
20978,8 6
10598,6 2 4
5842,4 7
1268,6 4
21947,6
8171,4
30661,4
15919,6 4
22286,0
29168,0 4
22551,5 4
14660,6 1
25650,4
25522,3
30117,6
3987,4
22136,6 2
19640,6 4
14157,4
16971,0
19723,6
29321,6 1
